sample_id,hap1_aws_fasta,hap2_aws_fasta,maternal_id,paternal_id,child_ilmn,mat_ilmn,pat_ilmn,maternalYak,paternalYak,referenceFasta
HG01361,s3://human-pangenomics/working/HPRC/HG01361/assemblies/year1_f1_assembly_v2_genbank/HG01361.paternal.f1_assembly_v2_genbank.fa.gz,s3://human-pangenomics/working/HPRC/HG01361/assemblies/year1_f1_assembly_v2_genbank/HG01361.maternal.f1_assembly_v2_genbank.fa.gz,HG01359,HG01360,['s3://human-pangenomics/working/HPRC/HG01361/raw_data/Illumina/child/HG01361.final.cram'],['s3://human-pangenomics/working/HPRC/HG01361/raw_data/Illumina/parents/HG01360/HG01360.final.cram'],['s3://human-pangenomics/working/HPRC/HG01361/raw_data/Illumina/parents/HG01359/HG01359.final.cram'],/private/groups/hprc/assembly/batch6/HG01361/analysis/trio_hifiasm_assembly_cutadapt_multistep_outputs/5d6ca6cd-fcb6-47ba-951c-e4a56994dabd/HG01359.yak,/private/groups/hprc/assembly/batch6/HG01361/analysis/trio_hifiasm_assembly_cutadapt_multistep_outputs/d0e872cb-47eb-49d1-a5f3-abda4a89c2cb/HG01360.yak,/private/groups/hprc/ref_files/grch38/hs38DH.fa
HG01891,s3://human-pangenomics/working/HPRC/HG01891/assemblies/year1_f1_assembly_v2_genbank/HG01891.paternal.f1_assembly_v2_genbank.fa.gz,s3://human-pangenomics/working/HPRC/HG01891/assemblies/year1_f1_assembly_v2_genbank/HG01891.maternal.f1_assembly_v2_genbank.fa.gz,HG01889,HG01890,['s3://human-pangenomics/working/HPRC/HG01891/raw_data/Illumina/child/HG01891.final.cram'],['s3://human-pangenomics/working/HPRC/HG01891/raw_data/Illumina/parents/HG01889/HG01889.final.cram'],['s3://human-pangenomics/working/HPRC/HG01891/raw_data/Illumina/parents/HG01890/HG01890.final.cram'],/private/groups/hprc/assembly/batch3/HG01891/analysis/assembly/HG01889.yak,/private/groups/hprc/assembly/batch3/HG01891/analysis/assembly/HG01890.yak,/private/groups/hprc/ref_files/grch38/hs38DH.fa
HG01928,s3://human-pangenomics/working/HPRC/HG01928/assemblies/year1_f1_assembly_v2_genbank/HG01928.paternal.f1_assembly_v2_genbank.fa.gz,s3://human-pangenomics/working/HPRC/HG01928/assemblies/year1_f1_assembly_v2_genbank/HG01928.maternal.f1_assembly_v2_genbank.fa.gz,HG01926,HG01927,['s3://human-pangenomics/working/HPRC/HG01928/raw_data/Illumina/child/HG01928.final.cram'],['s3://human-pangenomics/working/HPRC/HG01928/raw_data/Illumina/parents/HG01927/HG01927.final.cram'],['s3://human-pangenomics/working/HPRC/HG01928/raw_data/Illumina/parents/HG01926/HG01926.final.cram'],/private/groups/hprc/assembly/batch6/HG01928/analysis/trio_hifiasm_assembly_cutadapt_multistep_outputs/5db1d4b4-e585-4b2c-b5e7-7c413fe12db9/HG01926.yak,/private/groups/hprc/assembly/batch6/HG01928/analysis/trio_hifiasm_assembly_cutadapt_multistep_outputs/cfd61f22-bf2d-461b-b340-c88e669ec1e9/HG01927.yak,/private/groups/hprc/ref_files/grch38/hs38DH.fa
HG01952,s3://human-pangenomics/working/HPRC/HG01952/assemblies/year1_f1_assembly_v2_genbank/HG01952.paternal.f1_assembly_v2_genbank.fa.gz,s3://human-pangenomics/working/HPRC/HG01952/assemblies/year1_f1_assembly_v2_genbank/HG01952.maternal.f1_assembly_v2_genbank.fa.gz,HG01951,HG01950,['s3://human-pangenomics/working/HPRC/HG01952/raw_data/Illumina/child/HG01952.final.cram'],['s3://human-pangenomics/working/HPRC/HG01952/raw_data/Illumina/parents/HG01951/HG01951.final.cram'],['s3://human-pangenomics/working/HPRC/HG01952/raw_data/Illumina/parents/HG01950/HG01950.final.cram'],/private/groups/hprc/assembly/batch3/HG01952/analysis/assembly/HG01951.yak,/private/groups/hprc/assembly/batch3/HG01952/analysis/assembly/HG01950.yak,/private/groups/hprc/ref_files/grch38/hs38DH.fa
HG01978,s3://human-pangenomics/working/HPRC/HG01978/assemblies/year1_f1_assembly_v2_genbank/HG01978.paternal.f1_assembly_v2_genbank.fa.gz,s3://human-pangenomics/working/HPRC/HG01978/assemblies/year1_f1_assembly_v2_genbank/HG01978.maternal.f1_assembly_v2_genbank.fa.gz,HG01977,HG01976,['s3://human-pangenomics/working/HPRC/HG01978/raw_data/Illumina/child/HG01978.final.cram'],['s3://human-pangenomics/working/HPRC/HG01978/raw_data/Illumina/parents/HG01976/HG01976.final.cram'],['s3://human-pangenomics/working/HPRC/HG01978/raw_data/Illumina/parents/HG01977/HG01977.final.cram'],/private/groups/hprc/assembly/batch6/HG01978/analysis/trio_hifiasm_assembly_cutadapt_multistep_outputs/2874baa1-2e73-4c02-a3cd-2e6c82a2ea61/HG01977.yak,/private/groups/hprc/assembly/batch6/HG01978/analysis/trio_hifiasm_assembly_cutadapt_multistep_outputs/725c307c-449a-400a-837c-0260c584347d/HG01976.yak,/private/groups/hprc/ref_files/grch38/hs38DH.fa
HG02148,s3://human-pangenomics/working/HPRC/HG02148/assemblies/year1_f1_assembly_v2_genbank/HG02148.paternal.f1_assembly_v2_genbank.fa.gz,s3://human-pangenomics/working/HPRC/HG02148/assemblies/year1_f1_assembly_v2_genbank/HG02148.maternal.f1_assembly_v2_genbank.fa.gz,HG02147,HG02146,['s3://human-pangenomics/working/HPRC/HG02148/raw_data/Illumina/child/HG02148.final.cram'],['s3://human-pangenomics/working/HPRC/HG02148/raw_data/Illumina/parents/HG02147/HG02147.final.cram'],['s3://human-pangenomics/working/HPRC/HG02148/raw_data/Illumina/parents/HG02146/HG02146.final.cram'],/private/groups/hprc/assembly/batch3/HG02148/analysis/assembly/HG02147.yak,/private/groups/hprc/assembly/batch3/HG02148/analysis/assembly/HG02146.yak,/private/groups/hprc/ref_files/grch38/hs38DH.fa
HG02257,s3://human-pangenomics/working/HPRC/HG02257/assemblies/year1_f1_assembly_v2_genbank/HG02257.paternal.f1_assembly_v2_genbank.fa.gz,s3://human-pangenomics/working/HPRC/HG02257/assemblies/year1_f1_assembly_v2_genbank/HG02257.maternal.f1_assembly_v2_genbank.fa.gz,HG02255,HG02256,['s3://human-pangenomics/working/HPRC/HG02257/raw_data/Illumina/child/HG02257.final.cram'],['s3://human-pangenomics/working/HPRC/HG02257/raw_data/Illumina/parents/HG02256/HG02256.final.cram'],['s3://human-pangenomics/working/HPRC/HG02257/raw_data/Illumina/parents/HG02255/HG02255.final.cram'],/private/groups/hprc/assembly/batch6/HG02257/analysis/trio_hifiasm_assembly_cutadapt_multistep_outputs/064de5dc-001f-4336-9470-21632625162c/HG02255.yak,/private/groups/hprc/assembly/batch6/HG02257/analysis/trio_hifiasm_assembly_cutadapt_multistep_outputs/0c649fa6-5aa8-410f-987b-bf47d5377e5f/HG02256.yak,/private/groups/hprc/ref_files/grch38/hs38DH.fa
HG02486,s3://human-pangenomics/working/HPRC/HG02486/assemblies/year1_f1_assembly_v2_genbank/HG02486.paternal.f1_assembly_v2_genbank.fa.gz,s3://human-pangenomics/working/HPRC/HG02486/assemblies/year1_f1_assembly_v2_genbank/HG02486.maternal.f1_assembly_v2_genbank.fa.gz,HG02485,HG02484,"['s3://human-pangenomics/submissions/30E441F3-6820-4BF6-BCF4-E64D56C8D6A4--TRUSEQ/HG02486/raw_data/Illumina/child/HG02486-111121_S6_L002_R1_001.fastq.gz','s3://human-pangenomics/submissions/30E441F3-6820-4BF6-BCF4-E64D56C8D6A4--TRUSEQ/HG02486/raw_data/Illumina/child/HG02486-111121_S6_L002_R2_001.fastq.gz']",['s3://human-pangenomics/working/HPRC/HG02486/raw_data/Illumina/parents/HG02485/HG02485.final.cram'],['s3://human-pangenomics/working/HPRC/HG02486/raw_data/Illumina/parents/HG02484/HG02484.final.cram'],/private/groups/hprc/assembly/batch3/HG02486/analysis/assembly/HG02485.yak,/private/groups/hprc/assembly/batch3/HG02486/analysis/assembly/HG02484.yak,/private/groups/hprc/ref_files/grch38/hs38DH.fa
HG02559,s3://human-pangenomics/working/HPRC/HG02559/assemblies/year1_f1_assembly_v2_genbank/HG02559.paternal.f1_assembly_v2_genbank.fa.gz,s3://human-pangenomics/working/HPRC/HG02559/assemblies/year1_f1_assembly_v2_genbank/HG02559.maternal.f1_assembly_v2_genbank.fa.gz,HG02558,HG02557,"['s3://human-pangenomics/submissions/30E441F3-6820-4BF6-BCF4-E64D56C8D6A4--TRUSEQ/HG02559/raw_data/Illumina/child/HG02559-111121_S3_L001_R1_001.fastq.gz','s3://human-pangenomics/submissions/30E441F3-6820-4BF6-BCF4-E64D56C8D6A4--TRUSEQ/HG02559/raw_data/Illumina/child/HG02559-111121_S3_L001_R2_001.fastq.gz','s3://human-pangenomics/submissions/30E441F3-6820-4BF6-BCF4-E64D56C8D6A4--TRUSEQ/HG02559/raw_data/Illumina/child/HG02599_S18_L001_R1_001.fastq.gz','s3://human-pangenomics/submissions/30E441F3-6820-4BF6-BCF4-E64D56C8D6A4--TRUSEQ/HG02559/raw_data/Illumina/child/HG02599_S18_L001_R2_001.fastq.gz','s3://human-pangenomics/submissions/30E441F3-6820-4BF6-BCF4-E64D56C8D6A4--TRUSEQ/HG02559/raw_data/Illumina/child/HG02599_S18_L002_R1_001.fastq.gz','s3://human-pangenomics/submissions/30E441F3-6820-4BF6-BCF4-E64D56C8D6A4--TRUSEQ/HG02559/raw_data/Illumina/child/HG02599_S18_L002_R2_001.fastq.gz','s3://human-pangenomics/submissions/30E441F3-6820-4BF6-BCF4-E64D56C8D6A4--TRUSEQ/HG02559/raw_data/Illumina/child/HG02599_S18_L003_R1_001.fastq.gz','s3://human-pangenomics/submissions/30E441F3-6820-4BF6-BCF4-E64D56C8D6A4--TRUSEQ/HG02559/raw_data/Illumina/child/HG02599_S18_L003_R2_001.fastq.gz','s3://human-pangenomics/submissions/30E441F3-6820-4BF6-BCF4-E64D56C8D6A4--TRUSEQ/HG02559/raw_data/Illumina/child/HG02599_S18_L004_R1_001.fastq.gz','s3://human-pangenomics/submissions/30E441F3-6820-4BF6-BCF4-E64D56C8D6A4--TRUSEQ/HG02559/raw_data/Illumina/child/HG02599_S18_L004_R2_001.fastq.gz']",['s3://human-pangenomics/working/HPRC/HG02559/raw_data/Illumina/parents/HG02558/HG02558.final.cram'],['s3://human-pangenomics/working/HPRC/HG02559/raw_data/Illumina/parents/HG02557/HG02557.final.cram'],/private/groups/hprc/assembly/batch3/HG02559/analysis/assembly/HG02558.yak,/private/groups/hprc/assembly/batch3/HG02559/analysis/assembly/HG02557.yak,/private/groups/hprc/ref_files/grch38/hs38DH.fa
HG02572,s3://human-pangenomics/working/HPRC/HG02572/assemblies/year1_f1_assembly_v2_genbank/HG02572.paternal.f1_assembly_v2_genbank.fa.gz,s3://human-pangenomics/working/HPRC/HG02572/assemblies/year1_f1_assembly_v2_genbank/HG02572.maternal.f1_assembly_v2_genbank.fa.gz,HG02571,HG02570,['s3://human-pangenomics/working/HPRC/HG02572/raw_data/Illumina/child/HG02572.final.cram'],['s3://human-pangenomics/working/HPRC/HG02572/raw_data/Illumina/parents/HG02571/HG02571.final.cram'],['s3://human-pangenomics/working/HPRC/HG02572/raw_data/Illumina/parents/HG02570/HG02570.final.cram'],/private/groups/hprc/assembly/batch3/HG02572/analysis/assembly/HG02571.yak,/private/groups/hprc/assembly/batch3/HG02572/analysis/assembly/HG02570.yak,/private/groups/hprc/ref_files/grch38/hs38DH.fa
HG02622,s3://human-pangenomics/working/HPRC/HG02622/assemblies/year1_f1_assembly_v2_genbank/HG02622.paternal.f1_assembly_v2_genbank.fa.gz,s3://human-pangenomics/working/HPRC/HG02622/assemblies/year1_f1_assembly_v2_genbank/HG02622.maternal.f1_assembly_v2_genbank.fa.gz,HG02621,HG02620,['s3://human-pangenomics/working/HPRC/HG02622/raw_data/Illumina/child/HG02622.final.cram'],['s3://human-pangenomics/working/HPRC/HG02622/raw_data/Illumina/parents/HG02621/HG02621.final.cram'],['s3://human-pangenomics/working/HPRC/HG02622/raw_data/Illumina/parents/HG02620/HG02620.final.cram'],/private/groups/hprc/assembly/batch3/HG02622/analysis/assembly/HG02621.yak,/private/groups/hprc/assembly/batch3/HG02622/analysis/assembly/HG02620.yak,/private/groups/hprc/ref_files/grch38/hs38DH.fa
HG02630,s3://human-pangenomics/working/HPRC/HG02630/assemblies/year1_f1_assembly_v2_genbank/HG02630.paternal.f1_assembly_v2_genbank.fa.gz,s3://human-pangenomics/working/HPRC/HG02630/assemblies/year1_f1_assembly_v2_genbank/HG02630.maternal.f1_assembly_v2_genbank.fa.gz,HG02629,HG02628,['s3://human-pangenomics/working/HPRC/HG02630/raw_data/Illumina/child/HG02630.final.cram'],['s3://human-pangenomics/working/HPRC/HG02630/raw_data/Illumina/parents/HG02629/HG02629.final.cram'],['s3://human-pangenomics/working/HPRC/HG02630/raw_data/Illumina/parents/HG02628/HG02628.final.cram'],/private/groups/hprc/assembly/batch3/HG02630/analysis/assembly/HG02629.yak,/private/groups/hprc/assembly/batch3/HG02630/analysis/assembly/HG02628.yak,/private/groups/hprc/ref_files/grch38/hs38DH.fa
HG02717,s3://human-pangenomics/working/HPRC/HG02717/assemblies/year1_f1_assembly_v2_genbank/HG02717.paternal.f1_assembly_v2_genbank.fa.gz,s3://human-pangenomics/working/HPRC/HG02717/assemblies/year1_f1_assembly_v2_genbank/HG02717.maternal.f1_assembly_v2_genbank.fa.gz,HG02715,HG02716,['s3://human-pangenomics/working/HPRC/HG02717/raw_data/Illumina/child/HG02717.final.cram'],['s3://human-pangenomics/working/HPRC/HG02717/raw_data/Illumina/parents/HG02716/HG02716.final.cram'],['s3://human-pangenomics/working/HPRC/HG02717/raw_data/Illumina/parents/HG02715/HG02715.final.cram'],/private/groups/hprc/assembly/batch6/HG02717/analysis/trio_hifiasm_assembly_cutadapt_multistep_outputs/fabffa32-5036-4526-92c2-4d1236ad2444/HG02715.yak,/private/groups/hprc/assembly/batch6/HG02717/analysis/trio_hifiasm_assembly_cutadapt_multistep_outputs/b8115302-8e65-4f0e-b088-92a288dcdb05/HG02716.yak,/private/groups/hprc/ref_files/grch38/hs38DH.fa
HG02886,s3://human-pangenomics/working/HPRC/HG02886/assemblies/year1_f1_assembly_v2_genbank/HG02886.paternal.f1_assembly_v2_genbank.fa.gz,s3://human-pangenomics/working/HPRC/HG02886/assemblies/year1_f1_assembly_v2_genbank/HG02886.maternal.f1_assembly_v2_genbank.fa.gz,HG02885,HG02884,['s3://human-pangenomics/working/HPRC/HG02886/raw_data/Illumina/child/HG02886.final.cram'],['s3://human-pangenomics/working/HPRC/HG02886/raw_data/Illumina/parents/HG02885/HG02885.final.cram'],['s3://human-pangenomics/working/HPRC/HG02886/raw_data/Illumina/parents/HG02884/HG02884.final.cram'],/private/groups/hprc/assembly/batch3/HG02886/analysis/assembly/HG02885.yak,/private/groups/hprc/assembly/batch3/HG02886/analysis/assembly/HG02884.yak,/private/groups/hprc/ref_files/grch38/hs38DH.fa
HG03453,s3://human-pangenomics/working/HPRC/HG03453/assemblies/year1_f1_assembly_v2_genbank/HG03453.paternal.f1_assembly_v2_genbank.fa.gz,s3://human-pangenomics/working/HPRC/HG03453/assemblies/year1_f1_assembly_v2_genbank/HG03453.maternal.f1_assembly_v2_genbank.fa.gz,HG03452,HG03451,['s3://human-pangenomics/working/HPRC/HG03453/raw_data/Illumina/child/HG03453.final.cram'],['s3://human-pangenomics/working/HPRC/HG03453/raw_data/Illumina/parents/HG03452/HG03452.final.cram'],['s3://human-pangenomics/working/HPRC/HG03453/raw_data/Illumina/parents/HG03451/HG03451.final.cram'],/private/groups/hprc/assembly/batch3/HG03453/analysis/assembly/HG03452.yak,/private/groups/hprc/assembly/batch3/HG03453/analysis/assembly/HG03451.yak,/private/groups/hprc/ref_files/grch38/hs38DH.fa
HG03516,s3://human-pangenomics/working/HPRC/HG03516/assemblies/year1_f1_assembly_v2_genbank/HG03516.paternal.f1_assembly_v2_genbank.fa.gz,s3://human-pangenomics/working/HPRC/HG03516/assemblies/year1_f1_assembly_v2_genbank/HG03516.maternal.f1_assembly_v2_genbank.fa.gz,HG03515,HG03514,['s3://human-pangenomics/working/HPRC/HG03516/raw_data/Illumina/child/HG03516.final.cram'],['s3://human-pangenomics/working/HPRC/HG03516/raw_data/Illumina/parents/HG03514/HG03514.final.cram'],['s3://human-pangenomics/working/HPRC/HG03516/raw_data/Illumina/parents/HG03515/HG03515.final.cram'],/private/groups/hprc/assembly/batch6/HG03516/analysis/trio_hifiasm_assembly_cutadapt_multistep_outputs/8a1718c8-f053-4ffe-bedc-5e4901226562/HG03515.yak,/private/groups/hprc/assembly/batch6/HG03516/analysis/trio_hifiasm_assembly_cutadapt_multistep_outputs/b104996c-415d-4457-8a6d-168f693bcc39/HG03514.yak,/private/groups/hprc/ref_files/grch38/hs38DH.fa
HG03540,s3://human-pangenomics/working/HPRC/HG03540/assemblies/year1_f1_assembly_v2_genbank/HG03540.paternal.f1_assembly_v2_genbank.fa.gz,s3://human-pangenomics/working/HPRC/HG03540/assemblies/year1_f1_assembly_v2_genbank/HG03540.maternal.f1_assembly_v2_genbank.fa.gz,HG03539,HG03538,['s3://human-pangenomics/working/HPRC/HG03540/raw_data/Illumina/child/HG03540.final.cram'],['s3://human-pangenomics/working/HPRC/HG03540/raw_data/Illumina/parents/HG03539/HG03539.final.cram'],['s3://human-pangenomics/working/HPRC/HG03540/raw_data/Illumina/parents/HG03538/HG03538.final.cram'],/private/groups/hprc/assembly/batch3/HG03540/analysis/assembly/HG03539.yak,/private/groups/hprc/assembly/batch3/HG03540/analysis/assembly/HG03538.yak,/private/groups/hprc/ref_files/grch38/hs38DH.fa
HG03579,s3://human-pangenomics/working/HPRC/HG03579/assemblies/year1_f1_assembly_v2_genbank/HG03579.paternal.f1_assembly_v2_genbank.fa.gz,s3://human-pangenomics/working/HPRC/HG03579/assemblies/year1_f1_assembly_v2_genbank/HG03579.maternal.f1_assembly_v2_genbank.fa.gz,HG03577,HG03578,['s3://human-pangenomics/working/HPRC/HG03579/raw_data/Illumina/child/HG03579.final.cram'],['s3://human-pangenomics/working/HPRC/HG03579/raw_data/Illumina/parents/HG03578/HG03578.final.cram'],['s3://human-pangenomics/working/HPRC/HG03579/raw_data/Illumina/parents/HG03577/HG03577.final.cram'],/private/groups/hprc/assembly/batch6/HG03579/analysis/trio_hifiasm_assembly_cutadapt_multistep_outputs/f2db6eaa-6bdf-4c1b-b2a8-7c27475ac9e8/HG03577.yak,/private/groups/hprc/assembly/batch6/HG03579/analysis/trio_hifiasm_assembly_cutadapt_multistep_outputs/23de938e-170f-41b1-867f-8c5d3ef67065/HG03578.yak,/private/groups/hprc/ref_files/grch38/hs38DH.fa
HG002,s3://human-pangenomics/working/HPRC_PLUS/HG002/assemblies/year1_f1_assembly_v2_genbank/HG002.paternal.f1_assembly_v2_genbank.fa.gz,s3://human-pangenomics/working/HPRC_PLUS/HG002/assemblies/year1_f1_assembly_v2_genbank/HG002.maternal.f1_assembly_v2_genbank.fa.gz,HG004,HG003,"['s3://human-pangenomics/submissions/FFC78D9F-296E-41DD-9E50-C4B5806613EE--HPRC_PLUS_GIAB/HG002/raw_data/Illumina/child/brain-genomics/HG002.novaseq.pcr-free.30x.R1.fastq.gz', 's3://human-pangenomics/submissions/FFC78D9F-296E-41DD-9E50-C4B5806613EE--HPRC_PLUS_GIAB/HG002/raw_data/Illumina/child/brain-genomics/HG002.novaseq.pcr-free.30x.R2.fastq.gz']","['s3://human-pangenomics/submissions/FFC78D9F-296E-41DD-9E50-C4B5806613EE--HPRC_PLUS_GIAB/HG002/raw_data/Illumina/parents/HG004/brain-genomics/HG004.novaseq.pcr-free.30x.R1.fastq.gz', 's3://human-pangenomics/submissions/FFC78D9F-296E-41DD-9E50-C4B5806613EE--HPRC_PLUS_GIAB/HG002/raw_data/Illumina/parents/HG004/brain-genomics/HG004.novaseq.pcr-free.30x.R2.fastq.gz']","['s3://human-pangenomics/submissions/FFC78D9F-296E-41DD-9E50-C4B5806613EE--HPRC_PLUS_GIAB/HG002/raw_data/Illumina/parents/HG003/brain-genomics/HG003.novaseq.pcr-free.30x.R1.fastq.gz', 's3://human-pangenomics/submissions/FFC78D9F-296E-41DD-9E50-C4B5806613EE--HPRC_PLUS_GIAB/HG002/raw_data/Illumina/parents/HG003/brain-genomics/HG003.novaseq.pcr-free.30x.R2.fastq.gz']",/private/groups/hprc/assembly/batch10/HG002/analysis/trio_hifiasm_assembly_cutadapt_multistep_outputs/b34297f9-c6f6-422b-b536-c7d5f030c1c4/HG004.yak,/private/groups/hprc/assembly/batch10/HG002/analysis/trio_hifiasm_assembly_cutadapt_multistep_outputs/b0ddd51d-7144-4800-b478-8bdffb6864d5/HG003.yak,/private/groups/hprc/ref_files/grch38/hs38DH.fa
